Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
back,10,2022-12-26,Claudia Smith,Benjaminchester,PR,78.52,785.2
join,8,2023-02-16,Brad Martinez,East Dwayne,ME,78.26,626.08
Mrs,6,2023-06-20,Dr. Jaime Fuller DVM,Lake Anna,LA,99.23,595.38
fish,2,2023-07-10,Jeffrey Gilbert,Port Cassandraville,IL,51.55,103.1
country,9,2023-11-07,Jasmine Gonzalez,Lisaland,FL,87.25,785.25
age,9,2023-09-09,Donna Bryant,West Jeremiah,GA,74.83,673.47
itself,9,2023-01-13,Jamie Davis,Mitchellland,MD,90.26,812.34
writer,1,2023-03-28,Catherine Callahan,New Michellefurt,KY,92.04,92.04
simply,4,2023-10-26,Paula Smith,West Jessica,MT,83.83,335.32
knowledge,1,2023-06-25,David Molina,Lake Mario,DC,62.75,62.75
ago,6,2023-01-13,Kimberly Nunez,South Nicholas,NC,80.08,480.48
let,2,2023-12-18,Jillian Baird,South William,TN,59.48,118.96
add,10,2022-12-31,Monica Macdonald,Sarahchester,DE,57.15,571.5
dog,1,2023-08-20,Andrew Wagner,East Damonmouth,AS,31.99,31.99
special,7,2022-12-31,Toni Morgan,West Meganchester,DE,40.05,280.35
sea,8,2023-09-18,Shawn Miranda,East David,SC,33.75,270.0
themselves,5,2023-04-01,John Williams,Martinfurt,ME,84.07,420.35
state,10,2023-10-19,Ann Myers,Fordton,WI,20.77,207.7
rich,7,2023-05-23,Jordan Jones,Morenoport,AR,92.5,647.5
outside,10,2023-02-18,Pamela Rhodes,Madisonhaven,RI,71.21,712.1
necessary,7,2023-06-09,Elizabeth Stuart,South Drewland,CA,43.11,301.77
recent,6,2023-06-18,Loretta Nielsen,South Victoriafort,MN,22.05,132.3
situation,1,2023-03-05,Jill Griffith,Williamfort,WA,16.86,16.86
to,10,2023-07-09,Michael Parker,West Davidtown,KY,16.38,163.8
issue,2,2023-10-24,Patrick Sandoval,Sarahland,SD,88.38,176.76
just,10,2023-01-10,Kayla Williams,Jamesburgh,KS,35.82,358.2
compare,9,2023-05-06,Gabriel White,Sextonborough,PW,36.3,326.7
return,4,2023-09-24,Cynthia Gardner,Moorefort,SD,45.73,182.92
similar,8,2023-03-17,Stanley Chavez,East Traceyland,TN,40.87,326.96
begin,1,2023-04-03,Sherry Clark,East Susanside,ND,62.79,62.79
news,7,2023-01-23,April Salazar,South Ashley,CT,27.52,192.64
point,3,2023-10-21,Michael Anderson,North Matthewville,DE,94.74,284.22
sort,10,2023-05-27,Susan Chapman,Thompsonbury,AL,64.18,641.8
report,3,2023-06-30,Brandon Schneider,South Christopherport,RI,16.62,49.86
see,8,2023-07-05,Jodi Haley,North Morgan,AZ,34.75,278.0
meeting,6,2023-06-05,Michael Rhodes,East Michael,AK,47.64,285.84
analysis,2,2023-07-11,Steven Steele,Edgarmouth,NY,32.96,65.92
despite,1,2023-01-20,Michael Norman,Collinsfort,WY,72.59,72.59
before,5,2023-12-17,Walter Delgado,Rojasfurt,MP,21.7,108.5
leave,9,2023-05-17,Courtney Cohen,Flemingport,KY,46.65,419.85
least,1,2022-12-25,Julie Ortiz,Nataliechester,VA,84.66,84.66
investment,1,2023-02-21,Kristi Norton,New Harold,VI,80.02,80.02
week,6,2023-07-21,Daniel Scott,Georgeside,MS,31.39,188.34
green,7,2023-03-24,Julie Martin,Donaldville,MN,48.58,340.06
instead,1,2023-08-11,Aaron Miller,Nelsonside,MT,56.74,56.74
born,2,2023-12-15,Paula Edwards,Robertfurt,WV,20.49,40.98
memory,3,2023-11-22,Nicholas Campos,Hendersonberg,NM,48.39,145.17
agent,1,2023-10-10,Megan Walters,West Laurenville,KY,94.5,94.5
end,4,2023-07-26,Eileen Gray,Caseychester,CO,88.73,354.92
standard,1,2023-08-22,Gregory Mejia,Sharonberg,OK,56.82,56.82
say,4,2023-05-14,Michael Williams,North Timothy,FM,42.52,170.08
too,7,2023-01-13,Katelyn Alvarez,North Georgemouth,KS,89.61,627.27
about,2,2023-12-22,Alexander Arellano,Martinezport,WA,83.64,167.28
gun,1,2023-05-30,Debra Keller,Rogersside,FM,44.77,44.77
little,8,2023-02-02,Manuel Hunt,Lake Thomas,MP,16.54,132.32
machine,4,2023-01-31,Angela Lewis,Shannonton,VI,19.0,76.0
beat,3,2023-05-06,James Freeman,Norrisbury,WA,79.08,237.24
out,5,2023-02-01,Samuel Wells,Margaretburgh,TX,90.77,453.85
shake,6,2023-05-03,Amanda Evans,South Erinbury,FM,14.68,88.08
responsibility,7,2023-08-21,Kenneth Willis,Kathyshire,MA,55.82,390.74
away,3,2023-08-29,Michelle Trevino,Shannonland,NE,49.26,147.78
real,2,2023-03-20,Jill Leach,Port Pedro,IN,53.68,107.36
instead,8,2023-04-21,Kevin Velazquez,Lake Mark,OH,48.2,385.6
hot,9,2023-10-25,Brian Meadows,Collierton,WI,67.97,611.73
war,3,2023-07-04,Pamela Jackson,East Sharontown,VA,65.91,197.73
during,9,2023-05-25,Misty Santos,Lake Tammy,TN,84.83,763.47
concern,5,2023-12-15,Jessica Davis,Jonathanburgh,KS,77.47,387.35
why,1,2023-07-09,Sarah Bridges,Port Joseph,TN,20.42,20.42
now,5,2023-10-08,Michelle Cruz,Lake Travismouth,UT,90.67,453.35
big,1,2023-07-26,Brenda Hernandez,Parkerbury,ID,81.44,81.44
become,8,2023-11-22,Jeffrey Rodriguez,West Jason,DC,80.22,641.76
family,6,2023-02-09,Carol Figueroa,Waltersmouth,PA,36.86,221.16
seat,8,2023-01-31,David Hamilton,New Amytown,MT,87.66,701.28
player,9,2023-07-28,Roger Ramirez,Michelleside,NE,76.3,686.7
man,9,2023-12-13,Melanie Bennett,Nancyfort,NC,22.28,200.52
effort,1,2023-05-21,Justin White,West Angelstad,MT,29.08,29.08
letter,6,2023-10-28,Charles George,Mooretown,AK,65.31,391.86
card,2,2023-06-10,Andre Romero,Perryton,MA,14.81,29.62
meeting,6,2023-06-27,David Donovan,Barrettborough,PW,50.64,303.84
or,1,2023-04-14,Reginald Thomas,Phillipsview,NY,64.51,64.51
keep,1,2023-12-03,Michele Haynes,Martinezchester,WA,55.67,55.67
police,10,2023-07-01,Samantha Hoffman,Lake Gary,ME,62.28,622.8
policy,2,2023-01-20,Robin Martin,New Tinamouth,NH,82.3,164.6
former,5,2023-07-28,Dr. Brittany Willis,South Sophia,NM,61.67,308.35
act,1,2023-01-16,Alexander Jimenez,Petersburgh,ND,74.32,74.32
himself,8,2023-10-10,David Atkinson,Ryanbury,SC,99.27,794.16
civil,10,2023-03-23,Austin Cooper,Joshuafurt,NY,82.66,826.6
option,7,2023-09-17,Mallory Davidson MD,Lopezburgh,WY,78.06,546.42
reach,10,2023-04-16,Hayley Powers,North Karen,NH,66.14,661.4
general,7,2023-04-22,Aaron Wright,Jacksonton,SD,79.0,553.0
understand,10,2023-10-10,Glenn Hayes,Michaelland,SD,82.73,827.3
allow,5,2023-04-01,Richard Henderson,Johnstonfurt,LA,84.73,423.65
six,10,2023-12-23,Ashley Patterson,East Rebecca,AL,78.35,783.5
real,8,2023-07-23,Shelly Duncan,South Veronicaside,OH,18.07,144.56
miss,9,2023-07-19,Denise Adams,New Carlos,CA,36.6,329.4
scientist,9,2023-07-18,Shawn Dean,Danielsfort,ME,80.52,724.68
address,10,2023-07-28,Benjamin Barber,East Amyland,NJ,44.57,445.7
eat,10,2023-01-10,Michael Johns,Port Ryan,OK,32.34,323.4
give,6,2023-09-23,Judy Barker,South Catherine,AL,60.88,365.28
class,5,2023-02-19,Angela Pham,Port John,UT,11.91,59.55
among,9,2023-01-26,Carla Patel,Josephberg,VT,89.86,808.74
understand,10,2023-11-17,Rose Tran,North Randyview,NH,65.69,656.9
maintain,4,2023-07-20,Kristine Wilson,Port Tiffany,WA,95.8,383.2
major,4,2023-03-24,Megan Estrada,Lake Isaac,FM,19.75,79.0
ok,4,2023-04-15,Derrick Clark,North Mark,MO,36.5,146.0
rock,3,2023-04-04,Dalton French,Jenningsland,MI,79.86,239.58
too,7,2023-11-23,Heather Harding,Lake Jason,AR,46.38,324.66
avoid,9,2023-03-30,Ernest Jones,North Wendy,OR,96.46,868.14
current,1,2023-12-08,Xavier Quinn,Donnaberg,ND,46.7,46.7
movie,1,2023-10-05,Sarah Warner,Matthewview,DC,99.1,99.1
foreign,8,2023-03-09,Taylor Rice,Amandaside,CA,23.95,191.6
least,2,2023-04-30,Michael Roy,Woodardbury,NE,51.15,102.3
simple,7,2023-01-24,Eric Bailey,Mcdonaldberg,OK,97.51,682.57
age,1,2023-09-15,Cory Coleman,Nancyland,ND,67.77,67.77
cell,3,2023-09-19,Adam Parker,Annetteton,MP,77.43,232.29
style,5,2023-08-14,Trevor Dorsey,Jenniferburgh,ME,60.55,302.75
everyone,4,2023-03-05,Hector Olson,West Benjamin,LA,56.8,227.2
feeling,4,2023-01-18,Timothy Wheeler,Tylerhaven,IA,39.32,157.28
floor,10,2023-09-15,Whitney Camacho,East Ronaldborough,ME,91.71,917.1
radio,4,2023-07-24,Stephanie Lee,West David,TN,90.87,363.48
wish,9,2023-06-18,Larry Williams,Taylorburgh,NC,22.47,202.23
home,9,2023-11-18,Julie Lara,Raymondmouth,WI,78.13,703.17
body,5,2023-10-24,Anthony Campbell,East Jakemouth,GU,84.52,422.6
garden,6,2023-12-22,Julian Green,New Richardmouth,HI,96.4,578.4
enter,2,2023-01-24,Courtney Payne,Briggsborough,AR,98.34,196.68
guy,10,2023-10-02,Patricia Henry,East Jeremychester,NJ,64.9,649.0
prepare,6,2023-08-13,Tanya Morales,Lake Jameshaven,MT,12.69,76.14
direction,3,2023-09-19,Amanda Sims,Lake Garyfort,OR,46.56,139.68
both,6,2023-01-20,Julie Maldonado,West Lauren,MS,59.01,354.06
bit,3,2023-04-23,Benjamin Ferguson,West Jason,OR,49.07,147.21
human,5,2023-08-10,Frederick Johnson,Matthewbury,NV,18.41,92.05
natural,9,2023-07-10,Sandra Brock,Jonesfort,WY,44.42,399.78
win,7,2023-06-15,Mason Jackson,Walkerchester,OK,41.02,287.14
you,2,2023-01-02,Juan Scott,Russellview,AS,93.11,186.22
worker,4,2023-05-31,Kathy Wallace,West Kimberly,OH,11.34,45.36
himself,8,2023-04-05,David Stone,West Dawnstad,NY,82.79,662.32
charge,2,2023-04-02,Norman Jones,North Allison,GU,70.48,140.96
management,3,2023-03-12,Tammy Blevins,Perezbury,FM,78.98,236.94
community,9,2023-11-15,Dennis Gonzalez,Shannonside,GA,38.23,344.07
produce,6,2023-03-18,Marvin Saunders,New Davidstad,MD,98.24,589.44
cold,2,2023-06-17,John Smith,Alexanderfort,VT,32.67,65.34
true,4,2023-03-27,Justin Whitney,East Amanda,SC,79.95,319.8
garden,7,2023-02-18,Jerry Torres,South Kiara,HI,58.73,411.11
box,4,2023-11-24,Laura Perry,Lake Megan,NM,62.89,251.56
center,5,2023-10-19,Dylan Soto,Deborahborough,WA,86.48,432.4
success,5,2023-03-04,Alexis Schmidt,Nicholasfort,RI,66.34,331.7
police,1,2023-06-28,Steven Wilson,Port Andrewton,MD,86.92,86.92
strategy,3,2023-05-13,Richard Mcintosh,North Jenniferfort,VA,53.06,159.18
leader,4,2023-01-28,Bryan Carroll,East Billy,PR,10.09,40.36
few,9,2023-01-05,Jason James,Angelaview,GA,49.08,441.72
wide,7,2023-03-27,Donald Harrison,North Sandra,IL,91.66,641.62
challenge,7,2023-10-12,Angela Miller,Griffinhaven,NE,15.63,109.41
perhaps,1,2023-07-13,Christopher Hill,East Meredithborough,CO,20.51,20.51
unit,7,2023-12-25,Ryan Smith,East Susan,AS,55.35,387.45
loss,2,2023-04-23,Susan Hebert,Port Angelica,OH,17.31,34.62
memory,4,2023-05-04,Austin Page,Halltown,OR,83.29,333.16
always,6,2023-03-14,Kathleen Harmon,Bonillaland,AK,84.12,504.72
certainly,1,2023-03-21,Patrick Brown,Sarahstad,ID,14.31,14.31
face,2,2023-02-02,Tracy Smith,Berrybury,CO,43.77,87.54
focus,1,2023-06-19,Jason Ortega,West Jason,UT,65.09,65.09
debate,5,2023-12-12,Kenneth Moore,Nancyhaven,NH,17.21,86.05
pattern,10,2023-12-07,Adam Serrano,Rodriguezside,WI,16.58,165.8
try,6,2022-12-26,Terry Wolf,West Alexanderside,VT,14.89,89.34
message,7,2023-07-11,Jesse Stephenson,New Carolberg,CT,79.63,557.41
drop,9,2023-01-02,James Lynch,Beckystad,ND,27.63,248.67
wind,10,2023-12-22,Jack Murray,Huertaview,IL,95.45,954.5
road,7,2023-10-15,Chelsea Cline,North Peter,VI,66.43,465.01
interesting,1,2023-10-09,Susan Hill,South Zacharyville,NC,75.7,75.7
you,4,2023-10-25,Danielle Walker,Garyland,AR,67.38,269.52
discover,5,2023-03-01,Mrs. Maureen Valdez,Alexanderport,VT,11.51,57.55
whether,8,2023-12-09,Jeffery Malone,North Glennport,WY,49.66,397.28
actually,10,2023-05-18,Keith Booth,Burtonfurt,MD,35.34,353.4
each,3,2023-02-05,Mary Gibbs,Lake Normaborough,CA,15.24,45.72
reveal,8,2023-09-30,Keith Yoder,Sarahtown,MP,89.69,717.52
deep,7,2023-04-06,Brian Brown,Lake Annastad,VA,78.67,550.69
material,7,2023-05-31,Stacy Owens,West Samanthaview,GU,70.43,493.01
fly,10,2023-04-23,Michael Smith,Gonzalezmouth,AS,22.35,223.5
author,1,2023-12-13,Susan Green,New Larry,LA,59.99,59.99
account,2,2023-06-07,Bridget Brown,East Brittany,AS,77.13,154.26
class,8,2023-04-28,Theresa Torres,South Matthew,TN,75.25,602.0
last,8,2023-09-02,Alexander Johnson,Williamston,IN,93.05,744.4
feel,1,2023-09-29,Patrick Cole,East Evan,WV,98.38,98.38
cut,10,2023-11-12,Timothy Hunter,North Crystal,OH,72.94,729.4
music,10,2023-09-24,John Nelson,Stephenton,SC,16.01,160.1
boy,5,2023-06-21,Jack Mora,Justinton,MI,12.05,60.25
performance,9,2023-01-29,Kevin Herring,West Edward,FL,70.72,636.48
through,5,2023-09-06,Christina Sparks,Port James,UT,16.04,80.2
summer,4,2023-03-28,Melinda Conner,East Michael,WY,27.86,111.44
large,8,2023-08-08,Gregory Sims,Port Daniellehaven,WA,30.89,247.12
feel,3,2023-08-08,Cassandra Lowery,East Ryanmouth,MH,95.88,287.64
drop,6,2023-08-28,Anna Walton,Brownhaven,AR,42.21,253.26
skin,3,2023-03-24,Christopher Hoffman,South Nicoleborough,WI,28.24,84.72
than,7,2023-01-26,Kayla Peterson,New Seanland,NJ,19.78,138.46
suffer,9,2023-03-19,Luke Alvarado,Port Williamfort,OH,93.45,841.05
per,8,2023-11-15,Spencer Johnson,North Brandon,AZ,10.96,87.68
national,3,2023-09-16,Brian Curtis,East Stephanie,FL,71.02,213.06
loss,2,2023-06-10,Christopher Blair,New Richard,OH,64.26,128.52
story,1,2023-12-11,Craig Fletcher,Aaronland,TN,44.18,44.18
road,4,2023-12-20,Daniel Brown,South Ashley,PW,77.53,310.12
day,4,2023-03-27,Micheal Johnson,Williamsport,WI,84.27,337.08
white,6,2023-05-24,Nicole Hawkins,Port Tara,ME,21.91,131.46
sort,8,2023-10-28,Sean Perez,West Briannaport,AL,59.15,473.2
life,6,2022-12-26,Zachary Rivera,Bonillaburgh,TN,43.84,263.04
other,4,2023-02-10,Jessica Harris,Lake Lisaberg,FL,29.64,118.56
though,2,2023-02-11,Cheryl Lawrence,Daviston,OH,90.23,180.46
agreement,9,2023-07-30,Ellen Martinez,Stoneburgh,IA,36.71,330.39
in,5,2023-01-24,Emma Morse,Laurabury,UT,63.33,316.65
article,3,2023-06-08,Lindsey Rocha,New Robinburgh,CA,87.81,263.43
south,6,2023-05-20,Jenny Vasquez,East Courtney,IL,14.3,85.8
consider,7,2023-12-11,Andrew Wright,Burkeland,MS,36.46,255.22
when,1,2023-07-15,Dr. Jared Bentley,Timberg,IN,97.58,97.58
ask,2,2023-03-01,Dr. Emily Williams DVM,South Marcus,NH,48.8,97.6
south,5,2023-05-01,Barbara Smith,West Tamara,DE,99.54,497.7
skill,4,2023-11-21,Hannah Benitez,Nelsonhaven,HI,50.66,202.64
style,5,2023-10-20,Nicholas Johnston,Allisonmouth,PA,84.88,424.4
road,7,2023-05-22,Douglas Brennan DDS,New Jonathanhaven,PA,52.34,366.38
body,2,2023-04-22,Jessica Duncan,Campbellshire,WA,93.49,186.98
no,8,2023-11-24,Terry Freeman,Lake Angelafurt,AK,76.68,613.44
respond,8,2023-10-24,Cheyenne Rodriguez,New Thomas,IL,70.05,560.4
yet,3,2023-03-30,Luis Greene,Summersberg,PW,92.37,277.11
their,2,2023-11-18,Paul Andrews,Rossburgh,DE,11.26,22.52
car,3,2023-01-21,Brian White,Markmouth,FL,67.52,202.56
sometimes,8,2023-10-09,Thomas Rodriguez,Lake Pamela,AL,90.48,723.84
people,10,2023-08-24,Jacob Huber,Jimmyfurt,PR,58.26,582.6
improve,3,2023-08-11,Wesley Howard,Port Christopherton,VI,19.21,57.63
owner,4,2023-02-13,Elizabeth Smith MD,Jacobmouth,HI,33.5,134.0
type,7,2023-01-05,Tyler Harrison,Liumouth,FL,25.45,178.15
part,9,2023-05-13,Travis Baker,South Julieland,IN,40.61,365.49
environment,8,2023-01-21,Zachary Rios,Lake Jessica,PR,80.6,644.8
result,10,2023-01-03,Michelle Jones,Clarkberg,ND,49.41,494.1
sure,7,2023-06-29,John Hoffman,Breannaport,TN,87.99,615.93
history,4,2023-11-01,Emma Maldonado,West Stephenstad,NM,88.73,354.92
staff,9,2023-09-25,Joseph Norton,New Mark,SC,31.87,286.83
thousand,2,2022-12-26,Jasmine Hill,South Natashaview,MN,86.33,172.66
article,3,2023-07-13,Tyler Long,Port Matthewstad,AZ,58.92,176.76
prevent,6,2023-11-23,Derek Jennings,South Tarastad,CA,46.76,280.56
voice,6,2023-11-05,Rhonda Walker,Port Jenniferton,VT,30.6,183.6
certain,8,2023-03-02,Craig Hall,North Ericview,UT,96.38,771.04
face,1,2023-04-06,Ricky Hudson,Baldwinton,MI,54.35,54.35
that,10,2023-07-22,Katrina Baird,Stevenchester,NJ,59.01,590.1
teacher,7,2023-05-22,Elijah Mcdaniel,Jacquelineside,UT,46.25,323.75
study,2,2023-05-03,Taylor Mcdaniel,South Lauren,IA,50.82,101.64
style,1,2023-05-04,William Walker,North David,VI,46.24,46.24
section,8,2023-07-02,Jason Nguyen,Ponceland,MT,31.24,249.92
road,7,2023-05-18,Andrew Ramos,Lorifort,NE,56.64,396.48
nation,3,2023-05-27,Dennis Orozco,Richardfurt,VT,87.41,262.23
sit,1,2023-07-03,Michelle Reid,Jamesland,NY,42.86,42.86
service,1,2023-02-11,Robert Webb,North Michael,MA,43.85,43.85
agree,3,2023-06-29,Kristen Olsen,East Nicole,WY,17.59,52.77
assume,3,2023-01-04,Alicia Riley,North Jesusshire,WV,26.24,78.72
short,6,2023-05-24,Stephanie Edwards PhD,Kimberg,AZ,39.51,237.06
address,3,2023-06-14,Derek Ross,West Richard,ND,17.76,53.28
cover,7,2023-05-03,Amy Nichols,New Robertton,IA,71.09,497.63
hair,6,2023-08-25,Christopher Landry,Port Jennifer,RI,11.33,67.98
enjoy,6,2023-11-12,Robert Finley,Tannertown,NC,58.52,351.12
range,8,2023-04-17,Charles Day,Leebury,WI,94.34,754.72
arrive,5,2023-02-01,Tanya Green,New Jessica,AL,46.44,232.2
without,3,2023-06-06,Michelle Garcia,North Teresa,DC,75.92,227.76
our,9,2023-12-13,Barbara Turner,Fullerburgh,VI,68.62,617.58
full,3,2023-08-21,Julie Ball,Cynthiaview,OR,16.55,49.65
anything,10,2023-01-29,Charles Richards,Port Samuel,AK,22.49,224.9
quickly,10,2023-06-12,Guy Jones,Greenville,NC,45.81,458.1
six,8,2023-06-04,Michael Jackson,Emilymouth,ID,77.95,623.6
travel,1,2023-11-02,Kimberly Wolfe,Christinabury,SC,60.18,60.18
eight,9,2023-11-17,Matthew Watson,New Diane,MI,79.53,715.77
full,5,2023-04-02,Mike Mitchell,Lake Tristanmouth,HI,31.17,155.85
detail,10,2023-01-22,Erin Chung,West Ashley,VI,64.81,648.1
go,5,2023-03-11,Brandi Pope,Huntfurt,CA,80.5,402.5
when,1,2023-09-07,Lance Jones,East Bryce,NM,95.78,95.78
kitchen,3,2023-08-19,Jeremy Wells,South Kaitlynstad,FL,90.3,270.9
parent,1,2023-07-05,Kristen Lee,South Audrey,MH,86.58,86.58
per,1,2023-07-05,Renee Ortiz,Suttonton,MI,95.63,95.63
improve,4,2023-07-02,Kevin Parker,South Thomasmouth,GU,69.61,278.44
member,9,2023-08-06,Amy Hall,West Kathryn,VA,48.98,440.82
inside,10,2023-12-22,Mark Norton,Alejandrotown,NM,74.51,745.1
take,5,2023-04-28,Jennifer Black,Lake Tara,OH,55.66,278.3
send,5,2023-06-21,Megan Woods,Elizabethport,ME,68.35,341.75
raise,5,2023-07-21,Sarah May,Claytonhaven,GA,89.42,447.1
example,6,2023-09-02,Eric Edwards,East Scottmouth,AK,86.15,516.9
should,10,2023-02-21,Kelsey Bennett,West Kaitlynberg,ME,56.1,561.0
data,2,2023-09-22,Lori Patterson,East Maryville,OK,68.25,136.5
sometimes,5,2023-04-27,Lisa Juarez,East Jeanshire,MT,41.21,206.05
whom,9,2023-04-24,Janet Gibbs,Lake Timothy,SD,55.68,501.12
control,1,2023-09-25,Sarah Smith,Johnsonport,NE,72.58,72.58
artist,8,2023-09-14,Frederick Mata,Goodwinville,NV,18.25,146.0
up,3,2023-02-14,James Freeman,Andradestad,MI,31.18,93.54
technology,9,2023-06-22,David King,Port Stephaniefort,OK,46.15,415.35
certain,7,2023-12-18,Matthew Harmon,South Leonard,FM,52.98,370.86
summer,9,2023-11-08,James Moore,Brianaport,GA,79.22,712.98
rest,3,2023-05-14,Jessica Mitchell,Port Deborahmouth,FM,12.36,37.08
eight,10,2023-03-26,Sarah Schmidt,Port Ericmouth,NY,50.68,506.8
civil,7,2023-05-25,Tina Patel,Ianland,ND,80.22,561.54
tough,10,2023-03-31,Danielle Jones,Sullivanport,MT,15.71,157.1
soon,8,2023-01-15,Brenda Smith,Lake Nathanborough,AS,54.54,436.32
trial,9,2023-08-10,Gary Jones,Ramoston,CT,54.32,488.88
foot,9,2023-01-08,Alice Harris,Port Janeberg,OK,23.49,211.41
day,10,2023-03-28,David Ford,New Aprilfort,DE,61.71,617.1
else,7,2023-02-28,Daniel Kelly,Loveshire,AZ,55.52,388.64
success,3,2023-12-11,Francisco Schwartz,West Susanland,AL,85.33,255.99
after,3,2023-08-04,Dale Sellers,West Tonyamouth,AK,38.81,116.43
site,10,2023-11-13,Kimberly Harris,Timothyborough,ID,27.65,276.5
leave,1,2023-11-04,Nancy Johnson,North Elizabethton,OR,81.15,81.15
soldier,9,2023-12-13,Daniel Cook DVM,Holmesberg,PA,38.64,347.76
number,9,2023-03-16,Cole Keller,South Mariaside,WA,10.06,90.54
realize,3,2023-09-15,Julie Avila DVM,North Curtis,NC,71.41,214.23
range,4,2023-08-02,David Rodgers,Ingramfurt,IL,43.18,172.72
next,5,2023-12-19,Daniel Bishop,Nicholsmouth,NM,89.47,447.35
so,6,2023-12-10,Sherry Scott,Garyborough,AZ,78.0,468.0
happen,7,2023-08-08,Lisa Glass,Port Katelynhaven,MO,44.28,309.96
chance,10,2023-10-12,Andrew Adkins,South Ronald,NE,39.87,398.7
full,8,2023-04-22,Sandra Ashley,Lake Angela,VT,61.23,489.84
herself,1,2023-10-10,John Santiago,East Lindsay,HI,70.57,70.57
require,3,2023-05-22,Kathryn Johnson,Crystalview,AL,35.16,105.48
serve,9,2023-08-22,Alicia Walker,Davidberg,NH,25.83,232.47
own,6,2023-10-25,Margaret West,Simmonsland,ND,86.72,520.32
health,5,2023-05-28,Allen Moreno,Anthonyshire,VT,32.61,163.05
oil,9,2023-07-06,Richard Bernard,Kevintown,NE,45.39,408.51
behind,10,2023-07-01,Monique Quinn,Glassshire,IN,45.47,454.7
involve,3,2023-06-01,Joe Carter,Ivanshire,OR,41.77,125.31
tough,10,2023-05-28,Timothy Austin,Christineburgh,AS,36.47,364.7
require,4,2023-01-21,Dustin Edwards,South Stephanie,MA,67.06,268.24
strong,3,2023-03-09,Jill Shepherd,East Erica,MN,71.52,214.56
give,10,2023-01-11,Shawn Lawson,Port Mckenziemouth,MN,86.21,862.1
town,7,2023-10-14,Amber Barron,Draketown,ND,84.73,593.11
during,4,2023-01-31,Lindsay Hill,Rayfort,KY,87.97,351.88
tend,4,2023-04-09,Gail Terry,Elizabethburgh,MD,59.16,236.64
consumer,10,2023-10-25,Mark Woodward,West Kimberlybury,OK,94.11,941.1
position,6,2023-02-21,Brandi Price,Lindseyton,AK,46.44,278.64
hope,5,2023-04-15,Harold Bradshaw,New Markland,MD,17.16,85.8
prove,6,2023-05-31,Jamie Shelton,Davidton,MP,26.79,160.74
low,6,2023-09-06,Patricia Baker,Port Elizabethville,OH,75.02,450.12
charge,8,2023-10-19,Jesse Christian,Martinport,DE,26.01,208.08
sea,6,2023-10-14,Deborah Thomas,Jessemouth,NY,45.02,270.12
tough,10,2023-09-09,Heather Boyd,Port Dawnchester,NY,25.47,254.7
religious,10,2023-01-28,Mallory Molina,Ashleyfurt,KY,29.95,299.5
degree,4,2022-12-27,Joseph Hughes,Port Lancehaven,MI,40.9,163.6
method,10,2023-01-02,Shawn Mcclure,Landrybury,FM,80.35,803.5
develop,6,2023-01-19,Lindsey Harvey,North Matthew,PA,19.2,115.2
meeting,9,2023-04-21,Danielle Zhang,Johnsonbury,MA,19.56,176.04
case,7,2023-01-20,Craig Knight,Juanchester,SD,43.23,302.61
maybe,1,2023-05-11,Lauren Martinez,Beardhaven,FM,95.65,95.65
born,8,2023-05-15,Shannon Thomas,Kennethshire,FL,56.7,453.6
civil,7,2023-10-08,Sean Wright,Wrightchester,RI,95.46,668.22
ok,9,2023-03-24,Christopher Bailey,Jessicaton,AS,39.19,352.71
factor,10,2023-09-09,Ashley Howard,North Danamouth,CT,38.84,388.4
ever,8,2023-11-29,Matthew Cruz,Potterhaven,MO,79.57,636.56
story,5,2022-12-27,Gary Jackson,West Ricardo,UT,84.24,421.2
less,4,2023-05-28,Melanie Martinez,East Pennyport,MH,10.68,42.72
daughter,5,2023-05-11,Jenny Perez,Beckfurt,NE,66.53,332.65
politics,2,2023-05-05,Nancy Tapia,Dawnbury,NE,89.0,178.0
author,9,2023-07-06,Richard Drake,East Heathertown,MI,84.19,757.71
pretty,2,2023-12-08,Sherry Cuevas,Smithhaven,MT,93.37,186.74
quickly,2,2023-10-10,Todd George,South Aprilville,MI,92.25,184.5
itself,10,2023-08-08,Ronald Parsons,East Chris,NH,53.58,535.8
arrive,1,2023-09-12,Shelby Turner,South Marilynhaven,MP,27.92,27.92
with,6,2023-06-19,Nicole Kim DDS,Johnside,MD,62.38,374.28
everything,5,2023-08-15,Courtney White,West Jacob,GA,81.41,407.05
rock,2,2023-08-30,Shawn Holt,North Darrenfurt,MA,85.47,170.94
get,4,2022-12-31,Regina Walker,New Thomasfurt,MO,45.51,182.04
sit,2,2023-01-03,Mr. Anthony Tucker PhD,Ruizmouth,IL,39.27,78.54
collection,8,2023-12-07,Brandi Floyd,Lake David,CA,19.68,157.44
energy,6,2023-04-18,Michael Arnold,Lake Daleberg,WA,28.21,169.26
suggest,4,2023-06-01,Jordan Zimmerman,East Seanview,NY,75.6,302.4
under,6,2023-10-31,Holly Harris,Kennethtown,VA,65.74,394.44
control,4,2023-05-10,Ellen Klein,New Natalie,CA,83.58,334.32
kid,8,2023-12-18,Sarah Jackson,Garciaborough,NE,75.51,604.08
why,9,2023-03-06,Crystal Stephenson,West Derekport,NC,18.76,168.84
doctor,7,2023-09-21,John Santos,Jonesmouth,PW,50.26,351.82
